[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[24,59,108,165,230,298,372,453,531,614,700,782,889,978,1073,1164,1256,1351,1445,1545,1638,1736,1831,1929,2025,2119,2223,2319,2420,2512]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[19,42,74,110,150,196,248,306,366,430,501,576,650,730,810,897,981,1070,1160,1254,1342,1433,1525,1630,1720,1826,1915,2014,2114,2213]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[4,12,22,34,49,64,80,99,116,136,156,179,202,225,249,272,295,318,345,370,393,419,443,469,494,520,546,571,597,626]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[24,58,106,168,235,304,373,452,530,623,702,786,876,966,1057,1153,1255,1337,1426,1527,1614,1711,1805,1897,1980,2077,2179,2275,2376,2467]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[26,61,109,166,230,301,377,453,532,622,710,803,899,993,1090,1193,1300,1395,1500,1602,1711,1815,1924,2034,2143,2274,2368,2482,2611,2716]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[23,57,100,146,196,252,317,379,451,532,610,706,794,889,985,1093,1204,1327,1461,1576,1703,1821,1954,2105,2259,2399,2558,2707,2896,3042]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[8,21,36,54,71,90,108,125,145,163,183,203,222,242,263,282,304,327,346,368,391,411,434,455,478,500,527,547,575,596]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[22,51,91,138,192,260,332,402,480,539,607,685,758,840,918,1000,1088,1173,1261,1352,1437,1530,1625,1723,1814,1911,2010,2105,2209,2314]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[25,57,102,158,223,301,375,454,537,630,722,813,918,1007,1110,1215,1312,1422,1519,1625,1735,1843,1951,2058,2164,2282,2391,2503,2615,2723]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[33,72,119,174,237,316,418,534,660,808,967,1155,1347,1568,1797,2039,2292,2546,2828,3113,3393,3691,3996,4318,4644,4972,5294,5635,5981,6331]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[12,23,39,56,73,95,119,141,167,195,224,254,282,306,337,364,393,424,454,484,518,548,579,611,640,672,704,735,777,801]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[19,42,75,114,170,235,286,353,406,473,546,613,688,765,850,961,1074,1160,1242,1325,1414,1498,1585,1675,1760,1892,1961,2038,2133,2224]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[28,68,120,184,258,338,422,510,597,691,787,881,991,1091,1192,1299,1400,1511,1615,1722,1834,1939,2048,2164,2276,2375,2499,2609,2717,2833]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[79,195,356,558,803,1110,1508,1995,2635,3351,4312,5397,6670,8077,9674,11367,13141,15031,17037,19170,21424,23803,25936,28291,30839,33583,35888,38424,41167,43848]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[57,121,197,284,361,443,538,632,724,828,928,1026,1173,1373,1597,1848,2001,2168,2345,2553,2842,3172,3484,3856,4209,4544,4883,5275,5659,6063]
