[26,67,122,185,256,332,409,493,577,661,763,853,945,1040,1130,1228,1327,1432,1520,1617,1718,1820,1924,2030,2131,2233,2336,2441,2545,2648]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[24,60,115,212,251,310,380,459,541,622,706,793,884,990,1080,1172,1264,1358,1457,1547,1645,1742,1838,1936,2030,2130,2225,2327,2426,2528]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[14,37,66,97,131,167,205,244,287,333,375,421,471,512,559,608,657,706,756,806,857,908,957,1007,1059,1109,1160,1212,1264,1311]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[4,12,22,34,48,64,80,98,116,136,155,182,203,225,248,272,298,320,344,370,395,422,446,472,498,524,554,585,602,644]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[24,61,110,164,230,298,374,450,526,606,701,789,877,968,1059,1152,1246,1339,1431,1526,1621,1711,1807,1902,1995,2090,2184,2284,2384,2485]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[25,64,113,167,233,305,380,461,541,634,719,865,907,1008,1105,1205,1305,1410,1515,1622,1730,1857,1964,2059,2170,2291,2400,2512,2626,2742]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[16,45,77,109,143,180,213,246,280,311,348,383,423,453,490,528,571,606,647,682,724,770,821,880,898,939,1108,1123,1068,1165]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[7,22,39,59,76,99,114,133,151,167,185,204,223,245,264,293,317,338,357,387,410,424,442,461,486,509,534,554,580,606]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[21,50,92,138,191,257,331,404,468,538,611,686,764,841,925,1009,1092,1178,1268,1359,1451,1541,1631,1727,1822,1916,2022,2115,2212,2321]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[24,57,101,157,224,299,376,459,543,640,725,818,922,1021,1122,1226,1327,1431,1537,1645,1757,1866,1973,2085,2193,2305,2416,2529,2635,2741]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[19,43,71,107,139,177,218,259,301,348,394,441,489,535,584,631,680,736,793,847,899,953,1000,1047,1100,1146,1202,1241,1304,1346]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[10,24,40,58,79,99,122,146,171,198,227,257,285,313,345,372,403,434,465,493,525,556,586,616,650,677,709,739,803,872]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[18,44,84,117,170,235,289,346,403,468,544,619,691,770,852,969,1079,1165,1246,1328,1415,1500,1588,1674,1763,1853,1945,2037,2129,2222]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[28,68,120,184,258,340,424,513,604,708,798,897,1000,1106,1210,1320,1423,1533,1642,1752,1858,1970,2068,2187,2299,2407,2528,2630,2746,2858]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[76,171,267,397,531,654,777,923,1065,1309,1574,1806,2080,2328,2406,2767,3116,3216,3430,3681,4023,4368,4771,5240,5752,6166,6651,7132,7699,8005]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[53,113,180,252,329,409,491,576,665,763,857,958,1054,1235,1433,1660,1916,2209,2514,2780,2990,3202,3485,3835,4252,4605,4997,5356,5764,6168]
