[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[6,13,22,31,46,77,84,99,121,134,157,185,199,223,245,269,295,320,343,364,392,415,440,464,491,515,543,569,592,618]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[28,70,120,184,256,332,416,495,577,669,764,859,941,1040,1132,1235,1328,1428,1530,1623,1728,1840,1932,2036,2161,2237,2354,2440,2555,2665]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[25,66,108,166,234,304,376,460,534,623,702,789,884,991,1086,1202,1265,1357,1453,1554,1643,1749,1836,1943,2038,2139,2226,2342,2436,2544]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[15,40,66,96,131,169,206,244,286,335,377,424,468,515,564,614,659,704,759,807,856,914,966,1008,1064,1114,1165,1214,1265,1314]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[5,13,22,35,52,64,81,97,118,141,161,182,205,230,252,272,296,320,347,373,398,424,448,475,497,524,554,575,603,629]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[25,59,108,168,234,306,376,456,532,610,706,797,885,971,1057,1154,1255,1335,1430,1546,1623,1718,1806,1913,2001,2094,2203,2289,2386,2503]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[26,62,113,169,231,304,379,458,543,628,718,812,908,1007,1100,1211,1312,1418,1512,1626,1751,1842,1939,2065,2163,2285,2383,2514,2636,2737]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[17,46,77,110,145,180,213,247,288,315,354,392,426,476,493,539,582,600,656,686,736,756,826,847,920,922,997,1024,1060,1119]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[9,21,37,56,74,91,109,127,145,167,185,206,224,247,268,289,309,332,354,372,401,417,442,465,488,510,533,556,583,606]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[23,55,89,139,194,262,334,406,479,543,615,689,768,841,932,1021,1099,1194,1274,1365,1467,1547,1641,1749,1831,1935,2036,2131,2229,2327]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[25,58,99,157,226,304,375,463,551,638,729,817,919,1028,1129,1225,1338,1439,1550,1656,1776,1872,1971,2094,2213,2306,2426,2534,2667,2776]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[20,45,74,107,145,185,224,270,314,362,421,470,519,574,618,678,737,814,847,937,1019,977,1069,1115,1195,1254,1289,1387,1406,1429]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[15,26,41,58,77,98,122,157,194,210,238,261,288,322,343,376,405,435,465,493,535,555,592,632,656,679,709,747,777,840]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[19,42,81,116,172,242,298,354,416,480,547,619,695,769,855,967,1080,1179,1263,1338,1427,1509,1596,1686,1770,1868,1957,2050,2145,2251]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[29,69,119,186,259,344,426,516,608,704,795,894,995,1109,1211,1311,1423,1527,1639,1742,1846,1974,2073,2183,2308,2411,2522,2635,2746,2977]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[97,182,325,460,609,822,1193,1386,1664,1945,2174,2279,2624,3124,3663,4123,4663,5224,5700,6177,6913,7322,7900,8525,9180,9803,10263,10941,11976,12109]
[100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000]
[56,116,185,257,333,421,511,611,816,1047,1347,1642,1924,2193,2443,2837,3253,3738,4183,4599,5069,5714,6133,6531,7192,7570,8146,8585,9253,9765]
